Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Signature Manicure,"Just spoil yourself -  hot salt scrub, extra massage and  honey mask which help smoothen your skin and lightening age spots.",Specialty Manicure,Manicure,Nails,,45,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Herbal Warm Oil Manicure,,Specialty Manicure,Manicure,Nails,,35,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Deluxe Spa Manicure,"Hands will be soaking in a warm spa manicure with a specially formulated sea salt water bath blend (lavender or peppermint). Lessen growing cuticles, buffing, complete arm massage with moisturing warm lotion. Then enjoy a nourishing paraffin wax to soften the skin. Finish your treatment with an accent polish color of your choice. ",Specialty Manicure,Manicure,Nails,,20,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Gel Mani + Reg Pedicure,,Gel Mani Reg Pedi,Mani Pedi,Nails,,59,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Gel Mani & Reg Pedi Combo,,Gel Mani Reg Pedi,Mani Pedi,Nails,,50,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Shellac Mani + Not So Basic Pedi,"Mani - This slick manicure uses a hybrid nail color that goes on like a lacquer and gives that glossy wet finish, holding up lik egel for up to 2 weeks. Includes Polish Up Manicure (Doesn't require filing to remove). Pedi - This can't-go-wrong pedicure includes a softening soak, clipping, trimming, buffing & very articulate painting (no massage)",Gel Mani Specialty Pedi,Mani Pedi,Nails,,85,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Shellac Mani + Sole-Mate Pedi,"Mani - This slick manicure uses a hybrid nail color that goes on like a lacquer and gives that glossy wet finish, holding up lik egel for up to 2 weeks. Includes Polish Up Manicure (Doesn't require filing to remove). Pedi - Rich w/ organic jojoba oil and loads of vitamin E. This pedi cleanses, exfoliates, moisturizes & is meant to be yours. Includes scrub, massage & perfect toes",Gel Mani Specialty Pedi,Mani Pedi,Nails,,95,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Shellac Mani + Smooth As Butter,"Mani - This slick manicure uses a hybrid nail color that goes on like a lacquer and gives that glossy wet finish, holding up lik egel for up to 2 weeks. Includes Polish Up Manicure (Doesn't require filing to remove). Pedi - Made especially for dry & sensitive skin, a luscious creamy & honey fragrance leaves the skin silky smooth. Treatment includes scrub, callus eliminator, massage, & amazing nails",Gel Mani Specialty Pedi,Mani Pedi,Nails,,100,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Mani & Pedi,,Mani Pedi,Mani Pedi,Nails,35,40,Mimosa Nails,Mon-Sun 10am-7pm,TRUE
Gentlemen's Manicure/Pedicure Combo,"This treatment includes a scrub to gently polish and exfoliate the skin, followed by a massage with hydrating lotions to deeply penetrate and moisturize. The service is finished with a natural buff. A super therapeutic treatment for tired soles. First we start off with a diamond buff and then a scrub to exfoliate and smooth the skin. ",Men's Mani Pedi,Mani Pedi,Nails,67,76,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",TRUE
Guys Manicure & Pedicure,"Guys a manicure does not mean shiny nails. For men we clip, clean, file, cuticle care, a scrub, application of warm lotion and buff - no polish. We will give your feet a MAJOR OVERHAUL w cleaning, cutting, shaping and cuticle care, a focus on callus removal, a Soyaffin foot wrap, a warmed lotion massage. Finally, we finish it off with a nail buff, polish or we can leave your nails in the nude- you choose.",Men's Mani Pedi,Mani Pedi,Nails,,95,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Men's Special Combo,"Just special for him. Hot salt scrub and extra massage, choice of callus removal or warm dip paraffin wax.",Men's Mani Pedi,Mani Pedi,Nails,,75,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
3 combo classic Mani deluxe-Pedi,,Package Deal,Mani Pedi,Nails,120,141,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",TRUE
3 combo gel Mani - deluxe Pedi,,Package Deal,Mani Pedi,Nails,170,192,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",TRUE
3 combo gel Mani - gel Pedi,,Package Deal,Mani Pedi,Nails,199,225,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",TRUE
Gel Pedicure + Reg Manicure,,Reg Mani Gel Pedi,Mani Pedi,Nails,,59,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Milk and Honey Mani & Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,62,63,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",TRUE
Deluxe Fresh Lemon Mani & Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,63,65,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",TRUE
Castro Manicure and Pedicure,"Our luxurious castro manicure is one of the most pampering and beautifying treatments your hands can recieve. it includes our softening paraffin treatment, passion fruit exfoliation and aromatherapy massage, lotion and polish. Our luxurious castro pedicure is the finest treatment to pamper and beautify your feet. Start with a soak in Marine sea salts, followed by toenail shaping, cuticle grooming, our softening peach paraffin treatment, passionn fruit exfoliation and aromatheraphy oil, massage and polish.",Specialty Mani Pedi,Mani Pedi,Nails,70,80,Castro Nail Salon,Mon-Sun 10am-7pm,TRUE
Deluxe Mani + Pedi Combo,,Specialty Mani Pedi,Mani Pedi,Nails,70,75,City Famous Nail Spa,Mon-Sat 10am-7pm,TRUE
Deluxe Pedicure with Free Warm Lotion Manicure,Need to show coupon from their website: http://cityfamousnailspa.com/coupon-2/,Specialty Mani Pedi,Mani Pedi,Nails,45,60,City Famous Nail Spa,Mon-Thurs 10am-2pm,TRUE
Ultimate Combo Mani & Pedi,"Shaping and cuticle care followed by a mango and guava scrub, heated mittens and our signature massage. For pedicure, shaping and cuticle care, Choose your own blend of essential oils for a relaxing foot and leg massage, followed with heated booties.",Specialty Mani Pedi,Mani Pedi,Nails,75,80,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",TRUE
Cocooning Signature Combo Mani & Pedi,"This is the ultimate in care for your hands, begins with an exfoliating hand scrub, nail and cuticle care, steam, paraffin dip with serious time given to massage.The pedicure is a facial for your soles. We soak, buff, scrub, steam, apply a hydrating foot mask, followed by paraffin dip and some serious massage.",Specialty Mani Pedi,Mani Pedi,Nails,100,110,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",TRUE
Deluxe Pedicure & Manicure (10 min massage & Paraffin wax),,Specialty Mani Pedi,Mani Pedi,Nails,50,70,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",TRUE
"Signature Pedicure & Manicure (20 min Massage, Mask & Praffin Wax)",,Specialty Mani Pedi,Mani Pedi,Nails,,65,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Deluxe Mani & Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,50,52,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",TRUE
Gun Oil Mani + Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,70,75,Gentle Nails Salon,Mon-Sat 10am-7:30pm,TRUE
Deluxe Mani + Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,100,105,Gentle Nails Salon,Mon-Sat 10am-7:30pm,TRUE
Deluxe Manicure & Deluxe Pedicure,,Specialty Mani Pedi,Mani Pedi,Nails,70,75,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Manicure & Deluxe Pedicure,,Specialty Mani Pedi,Mani Pedi,Nails,60,65,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Luxury Mani + Pedi,"Classic pedicure, foot steep in pedi bomb (a fragrant fuzz) with citrus + minty mask + exfoliating scrub + callus treatment + 10 min warm lotion foot massage + paraffin wax",Specialty Mani Pedi,Mani Pedi,Nails,55,60,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",TRUE
Citrus Orange Mani + Pedi,Luxury manicure + orange sugar scrub + 10 min massage with orange luxury lotion + paraffin wax,Specialty Mani Pedi,Mani Pedi,Nails,75,80,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",TRUE
JoJe Deluxe Mani-Pedi Combo,"Deluxe Mani - Start with essential oils bath, Shaping & cuticle care, Special hand scrub, Warm organic coconut butter hand massage (5), Hot towels. Deluxe Pedi - Start with a special warm foot bath, Shaping & cuticle care, Organic brown sugar scrub, Callus treatment, Foot & leg message (10) with warm organic coconut butter, Paraffin treatment",Specialty Mani Pedi,Mani Pedi,Nails,52,57,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
JoJe Platinum Mani-Pedi Combo,"Platinum Mani - JoJe rosie platinum milk bath, Shaping & cuticle care, Exfoliating hand scrub, Hydrating hand mask, JoJe signature hand massage with organic coconut butter (10), Paraffin treatment. Platinum Pedi - JoJe platinum rosie milk bath, Shaping & cuticle care, Organic brown sugar foot scrub, Callus treatment, Hydrating foot mask, JoJe signature foot massage with organic coconut butter (12), Paraffin treatment",Specialty Mani Pedi,Mani Pedi,Nails,80,85,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Deluxe Manicure + Pedicure,Includes hot stone 10 min massage + paraffin dip,Specialty Mani Pedi,Mani Pedi,Nails,60,65,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Signature Manicure/Pedicure Combo,"Intense therapy for dry hands. This treatment includes an exfoliating scrub and a moisturizing massage. The service is finished with a natural buff or polish. A super hydrating pedicure to promote healthy, beautiful feet. Treatment includes a buff with diamonds, an exfoliant to smooth the skin, and a hydrating massage. The service is finished with a natural buff or polish. ",Specialty Mani Pedi,Mani Pedi,Nails,67,76,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",TRUE
Hot Stone Manicure/Pedicure Combo,"Take the manicure experience to new levels with our hot stone treatment which relieves and revitalizes. The hot stones combined with hydrating oils will increase circulation by adding warmth and penetration to the muscles. The service is finished with a natural buff or polish. Experience the penetrating warmth and healing energy, beginning with a diamond buff and a gentle exfoliation. A hot stone massage using aromatherapy oils stimulates the circulatory system to relieve tension and soothe sore muscles. Cuticles are perfected, nails clipped, reshaped and buffed or polished to perfection. ",Specialty Mani Pedi,Mani Pedi,Nails,105,120,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",TRUE
Mandarin Honey Combo,,Specialty Mani Pedi,Mani Pedi,Nails,46,48,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",TRUE
Rosemary Mint Combo,,Specialty Mani Pedi,Mani Pedi,Nails,,50,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
French Lavender Combo,,Specialty Mani Pedi,Mani Pedi,Nails,,60,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Gun Oil Hand Job,"Our classic Mani Pedi with an addition of a sugar scrub to exfoliate dead tissue and give your skin a healthy glow. Service includes a longer hand and feet massage and parafin for your feet, you'll be ready to knock 'em dead.",Specialty Mani Pedi,Mani Pedi,Nails,,85,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Deluxe Mani and Foot Fetish Fix,"Our most popular manicure and pedicure focuses on keeping your hands and feet looking young and healthy. The service includes a peel (callous treatment), organic sugar scrub, mask, and warm parafin dip for super soft hands and feet.",Specialty Mani Pedi,Mani Pedi,Nails,,120,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Lotus Signature Manicure & Pedicure,"Enjoy our refreshing signature treatment designed to make your hands look and feel good. After we remove polish, cut and file nails, groom cuticles, hand exfoliation, we will give you a longer massage with our Lotus special lotion followed by paraffin dip before we put on your favorite polish choice of color. Lotus Pedicure will guarantee to make you feel like you are walking on clouds. We start with polish removal, cut and file nails, soak your feet with milk orange and perform cuticle care before exfoliating with a long special lotus lotion massage, hot stones, paraffin dip, finish with color of your choice.",Specialty Mani Pedi,Mani Pedi,Nails,,105,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
DeLUX Manicure & Pedicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap. This not-so-basic pedicure includes nail shaping, cuticle care, an aromatherapy scrub, callus buffing a relaxing and moisturizing massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap.",Specialty Mani Pedi,Mani Pedi,Nails,,110,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Custom Manicure & Pedicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap + hot stone massage'. This not-so-basic pedicure includes nail shaping, cuticle care, an aromatherapy scrub, callus buffing a relaxing and moisturizing massage with warmed lotion and polish + an extended massage and a hot, soothing and hydrating PerfectSense anti-aging paraffin wrap + the addition of intensive callus removal and a hot stone massage",Specialty Mani Pedi,Mani Pedi,Nails,,135,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Keratin Rejuvenation Manicure & Pedicure,A deep penetrating keratin emulsion wrap formulated to support  the nails to grow healthier and stronger while leaving the skin unbelievably silky smooth. A deep penetrating keratin emulsion wrap formulated to support  the nails to grow healthier and stronger while leaving the skin unbelievably silky smooth. ,Specialty Mani Pedi,Mani Pedi,Nails,,90,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Elemis Manicure & Pedicure,"Our LUX manicure enveloped with Elemis’ frangipani salt scrub and health oil, Elemis' Pro-Radiance Hand and Nail crème to soften the skin and strengthen the nails  Enjoy a warm Soyaffin paraffin glove, shoulder massage and a de-stress hand/arm massage finished w a nude nail, polish or nail buffing. Our LUX pedicure enveloped with Elemis’ frangipani salt scrub, frangipani oil and a milk bath. Enjoy a warm Soyaffin paraffin foot wrap, foot and lower leg massage and a de-stress hand/arm massage, finished frangipani lotion then a nude nail, polish or nail buffing. All performed while seated",Specialty Mani Pedi,Mani Pedi,Nails,,140,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Special Deluxe Manicure & Pedicure,with hot stone massage,Specialty Mani Pedi,Mani Pedi,Nails,,80,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Special Deluxe Gel Manicure & Pedicure,,Specialty Mani Pedi,Mani Pedi,Nails,,100,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Luxury Manicure & Pedicure,A nourishing bath of lavender buds and lavender essential oils is prepared in warm water soak to moisture excessively dry and irritated skin. A sage cucumber salt scrub buffs away dead skin to reveal a smoother skin complete with muscle relief hot lotion massage.,Specialty Mani Pedi,Mani Pedi,Nails,,49,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
The Pampered Manicure & Pedicure,A luxury milk bath with orange peel to encourage shedding of the skin's upper layers. A cucumber salt scrub buffs away dead skin layers and massage you with lightly scented lotino. Then your feet and hands are wrapped in warm paraffin to improve the smooth and silky skin. Includes a 10 minute massage with hot creamy lotion.,Specialty Mani Pedi,Mani Pedi,Nails,,80,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Spa Mani/Pedi Pair,,Specialty Mani Pedi,Mani Pedi,Nails,,110,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Milky Rose Mani/Pedi Pair,,Specialty Mani Pedi,Mani Pedi,Nails,,120,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Ultimate Manicure & Pedicure,"For this we use Rosy Heel's exclusive oil, lemon, milk and honey scrub mixture to remove dead skin cells finishing with a hand massage. Keep your nails looking healthy and beautiful with this treatment. The Essential Pedicure followed by a herbal scented milk and honey scrub to remove the dead cells and promote nail growth finishin goff with a warm lotion massage",Specialty Mani Pedi,Mani Pedi,Nails,,70,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Soy Milk Manicure & Pedicure,,Specialty Mani Pedi,Mani Pedi,Nails,,45,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Refresh-Mint Mani-Pedi,,Specialty Mani Pedi,Mani Pedi,Nails,,69,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Deluxe Spa Manicure + Pedicure,,Specialty Mani Pedi,Mani Pedi,Nails,,55,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Deluxe Mani and Pedi,"Epsom salt, lemon and essential oil water soak. Cucumber sugar scrub infused with vitamin oils. Premium hot stone massage with shea butter lotion. Hot towel wrap. Choice of paraffin wax or keratin gloves/booties",Specialty Mani Pedi,Mani Pedi,Nails,,85,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Back Facial (60 min),"This cleansing therapy is specifically designed to remove the impurities in your shoulders and back. The treatment includes a steam therapy, extractions, and finished with a purifying mask. ",Back Facial,Facial,Spa,,120,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Shoulder,,Shoulder,Waxing,Hair Removal,,20,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Waxing - Shoulders,,Shoulder,Waxing,Hair Removal,,20,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Shoulders,,Shoulder,Waxing,Hair Removal,,20,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Shoulder,,Shoulder,Waxing,Hair Removal,,15+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Waxing - Shoulders,,Shoulder,Waxing,Hair Removal,,10,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Shoulder,,Shoulder,Waxing,Hair Removal,,27+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Women's Wax - Sides of Face,,Side of face,Waxing,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Side of Face,,Side of face,Waxing,Hair Removal,,12,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Cheeks,,Side of face,Waxing,Hair Removal,,15,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Side of Face,,Side of face,Waxing,Hair Removal,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Cheeks,,Side of face,Waxing,Hair Removal,,15,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Side burn,,Sideburn,Waxing ,Hair Removal,,10+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,12,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,10,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,45,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Back,,Back,Men's Waxing,Hair Removal,,60,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,15,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,8,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,12,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,10,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,15,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Sideburns,,Sideburn,Waxing,Hair Removal,,10,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Sideburn,,Sideburn,Waxing,Hair Removal,,15,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Sideburns,,Sideburn,Waxing,Hair Removal,,10,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Men's Waxing - Half back,,Back,Men's Waxing,Hair Removal,,25,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Men's Waxing - Full back,,Back,Men's Waxing,Hair Removal,,45,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Sideburn,,Sideburn,Waxing,Hair Removal,,10,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Sideburns,,Sideburn,Waxing,Hair Removal,,15,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Side burn,,Sideburn,Waxing,Hair Removal,,15+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Waxing - Man back wax,,Back,Men's Waxing,Hair Removal,,50+,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Waxing - Sideburn,,Sideburn,Waxing,Hair Removal,,12,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20+,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,40,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Callus Remover Treatment,,Callus Removal,Add-on,Nails,,5,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Turn Back Time Facial,"Our favorite age defying facial is tailored for mature or hyper-pigmentation skin. Includes a custom peel, pore extractions, facial/scalp massage, & a double facial mask (seaweed/collagen). Super hydrating, brightening & antioxidants leaves skin youthful & radiant.",Antiaging Facial,Facial,Spa,,125,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Antioxidant Vitamin C Facial (60 min),"This anti-aging facial utilizes antioxidants and natural spirulina to combat premature aging, disrupt hyperpigmentation and provide skin with a healthy glow. ",Antiaging Facial,Facial,Spa,,145,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Rejuvenating Infusion Facial (60-70 min),"This anti-aging treatment combines hyperbaric oxygen with super concentrated vitamins, and botanically derived hyaluronics for instant hydration, improved firmness, skin density, while revealing luminosity and radiance. ",Antiaging Facial,Facial,Spa,,200,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Mini European Facial,"Deep cleanse your skin with 5 important steps; cleanse, exfoliate, massage, mask and moisturize. There are no extractions, which means you can breeze out the door with the perfect pre-party glow.",Antiaging Facial,Facial,Spa,,66,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Glycolic Peel,,Add-on,Facial,Spa,,30,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Factor a peel,,Add-on,Facial,Spa,,30,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Pomegranate Peel,,Add-on,Facial,Spa,,35,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Calming Masque,,Add-on,Facial,Spa,,25,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Eye rescue,,Add-on,Facial,Spa,,30,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Acrylic Gel Fill,,Acrylic Gel Fill,Acrylic,Nails,,35,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Acrylic Fill,,Acrylic Fill,Acrylic,Nails,,35+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Acrylic Gel Fill,,Acrylic Gel Fill,Acrylic,Nails,,45+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Fill In - Gel Color,,Acrylic Gel Fill,Acrylic,Nails,,38,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Fill In - Regular Color,,Acrylic Fill,Acrylic,Nails,,28,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Fill in Acrylic,,Acrylic Fill,Acrylic,Nails,,30+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Acryllic Fill,,Acrylic Fill,Acrylic,Nails,,16,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Gel Fill,,Acrylic Gel Fill,Acrylic,Nails,,20,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Fill w/ Gel Polish,,Acrylic Gel Fill,Acrylic,Nails,,30,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Acryllic Fill,,Acrylic Fill,Acrylic,Nails,,30,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Acryllic Refill Gel,,Acrylic Gel Fill,Acrylic,Nails,,30+,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Acryllic Fill in ,,Acrylic Fill,Acrylic,Nails,,25+,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acrylic Fill,,Acrylic Fill,Acrylic,Nails,,30,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
